zdanie,spójnik,typ,sent_id
"Porównywając nie wiedział sam, jak bliski był prawdy, gdyż przypuszczalnie chorobliwy stan Widmara graniczył z epilepsją.","[',', ',']","['95', '20']",NKJP_1M_0302000000010/morph_10-p/morph_10.45-s
"Odkrył ją pomiędzy książkami w pałacowej bibliotece rodziny von Waldstein, gdzie spędzał ostatnie lata barwnego życia.","[',']",['38'],NKJP_1M_3102000013/morph_6-p/morph_6.43-s
"Pożegnaliśmy Anioła Ślązaka, który umożliwił nam przeprawę przez kolejny odcinek tej pośpiesznej podróży.","[',']",['17'],NKJP_1M_3102000013/morph_5-p/morph_5.24-s
"Był to dobry gest ze strony niemieckiego właściciela, gdyż zgodnie z przepisami rolnicy powinni domagać się zaległych pieniędzy od syndyka upadłej cukrowni w Przeworsku.","[',']",['84'],NKJP_1M_1305000000676/morph_1-p/morph_1.26-s
"Na szczęście możemy skorygować ten wizerunek, choć nie zawsze źródła dają nam taką możliwość.","[',']",['27'],NKJP_1M_3102000000066/morph_7-p/morph_7.74-s
"Aby sędziowie nie tłumaczyli się nieznajomością rzymskiego prawa, mieli oni otrzymać jego spis z objaśnieniami wskazującymi, jak wyrokować.","[',', ',']","['90', '246']",NKJP_1M_3102000000066/morph_9-p/morph_9.67-s
"Udziałowcy wergeldu stanowili zbiorowy podmiot wróżdy, grupę zobligowaną nakazem honoru do krwawego odwetu na zabójcach krewniaka.","[',']",['32'],NKJP_1M_3102000000066/morph_4-p/morph_4.43-s
"To ci, którym trzeba było dać okup, aby uniknąć zemsty.","[',', ',']","['13', '35']",NKJP_1M_3102000000066/morph_4-p/morph_4.25-s
"Zapewnienia, jakoby barbarzyńskie elity gardziły złotem, pozwoliła skorygować archeologia.","[',', ',']","['10', '38']",NKJP_1M_3102000000066/morph_1-p/morph_1.12-s
"Zatrzymano dwóch mężczyzn, u których znaleziono starodruki.","[',']",['16'],NKJP_1M_1305000000307/morph_1-p/morph_1.58-s
"32 książki pochodzące ze zbiorów Biblioteki Pruskiej, ""Berlinki"", policjanci odnaleźli w nocy w kilku miejscach Krakowa.","[',', ',']","['34', '44']",NKJP_1M_1305000000307/morph_1-p/morph_1.49-s
"Dyrektor Biblioteki Jagiellońskiej Krzysztof Zamorski nie sądzi, by któraś z 32 książek z sygnaturami Biblioteki Pruskiej, które wczoraj odzyskała policja, pochodziła z Biblioteki Jagiellońskiej.","[',', ',', ',']","['36', '77', '105']",NKJP_1M_1305000000307/morph_1-p/morph_1.28-s
"Jest o kobietach, które, kiedy nikt nie widzi, zamykają oczy, wyobrażając sobie leżącego obok ukochanego, do którego można się przed snem przytulić.","[',', ',', ',', ',', ',']","['26', '47', '84', '17', '61']",NKJP_1M_1202910000002/morph_28-p/morph_28.56-s
"Według związkowców z ""Solidarności"", prezydenckie posunięcie jest kolejnym uderzeniem w polskie rodziny.","[',']",['21'],NKJP_1M_1305000001921/morph_1-p/morph_1.40-s
"Zależy nam bardzo, aby Jarmark stał się ważny dla wszystkich mieszkańców.","[',']",['16'],NKJP_1M_1202900044/morph_9-p/morph_9.35-s
"W ten sposób mógł zarobić nawet 3,5 mln zł, z ustaleń gazety wynika bowiem, że chodzi o około 1500 osób.","[',', ',']","['196', '218']",NKJP_1M_1305000000182/morph_1-p/morph_1.47-s
"W trwającej sześć miesięcy operacji ma wziąć udział 600 amerykańskich żołnierzy, w tym 160 komandosów.","[',']",['60'],NKJP_1M_1305000000057/morph_1-p/morph_1.17-s
"Jeśli zaś świat logosu istnieje, to może mieć nadzieję, że Duch powieści mu to wybaczy.","[',', 'to', 'zaś', ',']","['27', '29', '6', '47']",NKJP_1M_3202000052/morph_1-p/morph_1.78-s
"Australijczyk, który niemal do perfekcji opanował grę przy własnym podaniu, tym razem agresywnie odpowiadał także przy serwisie rywala.","[',', ',']","['8', '65']",NKJP_1M_1305000000362/morph_1-p/morph_1.66-s
"Brazylijczyk, dwukrotny zwycięzca wielkoszlemowego Roland Garros, podkreślał przed spotkaniem, że najważniejszym elementem piątkowej potyczki będzie skuteczna gra przy własnym serwisie.","[',', ',', ',']","['7', '40', '55']",NKJP_1M_1305000000362/morph_1-p/morph_1.24-s
"Jacek K. wycofał wyjaśnienia, jakie złożył w prokuraturze.","[',']",['21'],NKJP_1M_1305000001383/morph_1-p/morph_1.51-s
"Pseudokibicom ze Stalowej Woli upiekło się, choć nieźle w sobotę nabroili.","[',']",['32'],NKJP_1M_1305000000838/morph_1-p/morph_1.13-s
"Nad bezpieczeństwem w Zachodniopomorskiem czuwało 2500 policjantów, w tym 500 z drogówki.","[',']",['30'],NKJP_1M_1305000001996/morph_1-p/morph_1.32-s
"Ericsson kończy produkcję telefonów komórkowych, która przynosiła szwedzkiej spółce ogromne straty.","[',']",['23'],NKJP_1M_1305000000340/morph_1-p/morph_1.13-s
"Cieszę się, że te moje rozmyślania innych też pobudzają do refleksji.","[',']",['10'],NKJP_1M_6203010001625/morph_4-p/morph_4.48-s
"Wczoraj zakończyliśmy trzydniową licytację pióra wiecznego marki Waterman, którym premier Jerzy Buzek podczas spotkania w gorzowskim oddziale naszej redakcji napisał życzenia dla czytelników ""Gazety Lubuskiej"".","[',']",['47'],NKJP_1M_1305000000311/morph_1-p/morph_1.30-s
"Inaczej ma się sprawa z Odrą, która wyjeżdża do Kietrza na derbowy pojedynek z grającym coraz lepiej Włókniarzem.","[',']",['25'],NKJP_1M_1305000000369/morph_1-p/morph_1.20-s
"- Tak, może.","[',']",['9'],NKJP_1M_2002000144/morph_9-p/morph_9.24-s
"- Nie wiedziałam, że jest pan awanturnik.","[',']",['13'],NKJP_1M_2002000144/morph_4-p/morph_4.10-s
"Obłok kadzidlanego dymu, z którego wyłonił się nieoczekiwanie Weiser.","[',']",['17'],NKJP_1M_2004000000601/morph_7-p/morph_7.52-s
"Nie był to najlepszy pomysł, bo nawet stojąc na krypcie nie można było dostrzec, co się dzieje koło dzwonnicy.","[',', ',']","['38', '70']",NKJP_1M_2004000000601/morph_13-p/morph_13.22-s
"Nie wiadomo, skąd się tam wzięła.","[',']",['10'],NKJP_1M_2004000000601/morph_25-p/morph_25.30-s
"Nie wiadomo też, co się stało z Weiserem.","[',']",['13'],NKJP_1M_2004000000601/morph_25-p/morph_25.65-s
"Milicja szuka teraz po tamtej stronie, gdzie ją znaleźli.","[',']",['26'],NKJP_1M_2004000000601/morph_25-p/morph_25.76-s
"Ministerstwo Finansów zaproponowało w założeniach do przyszłorocznego budżetu radykalne oszczędności, aby zmniejszyć jego deficyt do 35 mld zł.","[',']",['76'],NKJP_1M_1305000000296/morph_1-p/morph_1.55-s
"- W niektórych przypadkach resorty przedłożyły propozycje, które wręcz zwiększają wydatki budżetu w przyszłym roku - powiedziała Gieros.","[',']",['135'],NKJP_1M_1305000000296/morph_1-p/morph_1.35-s
"– Słuchaj – wołam, wchodząc pod prysznic.","[',']",['17'],NKJP_1M_2004000061/morph_7-p/morph_7.9-s
"Właściwie, jestem instruktorem.","[',']",['6'],NKJP_1M_2004000061/morph_7-p/morph_7.45-s
"– Ewelinka, zamknęłaś się od środka?!","[',']",['8'],NKJP_1M_2004000061/morph_7-p/morph_7.55-s
"Nie sprzeciwiaj mi się, dobrze?...","[',']",['15'],NKJP_1M_2004000061/morph_2-p/morph_2.21-s
"To bardzo denerwujące, bo nie wiesz, o czym mówisz.","[',', ',']","['48', '35']",NKJP_1M_2004000061/morph_2-p/morph_2.64-s
"Gdy Wielki Brat oznajmił, że Grzegorz ma opuścić program, Karolina płakała.","[',', ',']","['19', '70']",NKJP_1M_1305000000631/morph_1-p/morph_1.66-s
"Gdy zgasło światło, kamera pokazała, że zabawiali się ze sobą pod kołdrą.","[',', ',']","['26', '74']",NKJP_1M_1305000000631/morph_1-p/morph_1.43-s
"Chińczycy jednak wkrótce poparli interwencję na Węgrzech, bo tam już lała się krew.","[',']",['43'],NKJP_1M_3102000033/morph_8-p/morph_8.51-s
"1956 rok - Gomułka, nowe polskie kierownictwo perswadowało Chruszczowowi.","[',']",['15'],NKJP_1M_3102000033/morph_8-p/morph_8.15-s
"Z ich punktu widzenia wyrwaliśmy tylko natkę od marchewki, pozostawiając korzeń w ziemi.","[',']",['37'],NKJP_1M_3102000033/morph_6-p/morph_6.76-s
"Kto ją ustanowi, kiedy Boga zabrakło?","[',']",['16'],NKJP_1M_0102000000001/morph_7-p/morph_7.62-s
"Oczywiście, już sam fakt jej istnienia jest wartością.","[',']",['5'],NKJP_1M_0102000000001/morph_3-p/morph_3.20-s
"Mała lampka rozpraszała mrok, rzucając nikłe światło na błękitną tapetę.","[',']",['19'],NKJP_1M_2001000016/morph_4-p/morph_4.68-s
"Była już głęboka noc, kiedy zza kotary, przytrzymanej przez Armanda, wyszedł Grzegorz, dźwigając ciężką tacę.","[',', ',', ',', ',']","['60', '32', '49', '17']",NKJP_1M_2001000016/morph_1-p/morph_1.20-s
"Kiedy obydwa pokryły się kwiatami, trudno było znaleźć coś piękniejszego.","[',']",['107'],NKJP_1M_3102000000053/morph_7-p/morph_7.65-s
"Jeśli wygasa ród, którego ostatnią podporą jest jedyny potomek, sprawa jest łatwa do zrozumienia.","[',', ',']","['180', '79']",NKJP_1M_3102000000053/morph_2-p/morph_2.17-s
"Kiedy Krystyna wracała z miasta, zastawała ją na czatach przy drzwiach.","[',']",['97'],NKJP_1M_2004000000311/morph_28-p/morph_28.50-s
"Podczas mojej pierwszej bytności w Londynie miałam, dzięki uprzejmości pani z biblioteki polskiej, dostęp do teczki Krystyny.","[',', ',']","['37', '77']",NKJP_1M_2004000000311/morph_10-p/morph_10.21-s
"Na cmentarzu Kensal Green znajduje się grób kobiety, która w pięknym ciele nosiła wielkiego ducha prawdziwych wojowników.","[',']",['33'],NKJP_1M_2004000000311/morph_2-p/morph_2.19-s
"Odstawiony, w marynarce, pod krawatem.","[',', ',']","['7', '15']",NKJP_1M_2004000000311/morph_23-p/morph_23.51-s
"W czasie pobytu u sióstr w klasztorze Krystyna korespondowała z ojcem, niecierpliwie wyczekując jego listów.","[',']",['47'],NKJP_1M_2004000000311/morph_27-p/morph_27.17-s
"Na wczorajszej rozprawie zeznania składali kolejni świadkowie w procesie, który niedawno został rozpoczęty ponownie.","[',']",['37'],NKJP_1M_1305000001259/morph_1-p/morph_1.42-s
"Według stołecznych policjantów, udało mu się zgromadzić wokół siebie młodych przestępców z Pragi.","[',']",['14'],NKJP_1M_1305000001259/morph_1-p/morph_1.26-s
"- SLD uważa, że nie ma żadnych powodów, aby przesuwać termin wyborów do samorządów lokalnych.","[',', ',']","['14', '35']",NKJP_1M_1305000000984/morph_1-p/morph_1.37-s
"Wysoka liczba urodzeń hamuje także rozwój gospodarczy kraju, w którym znaczny procent mieszkańców żyje poniżej uznanego progu ubóstwa.","[',']",['32'],NKJP_1M_1305000000206/morph_1-p/morph_1.54-s
"Planiści wypracowali już koncepcję drogi, na której przeobrażenie to winno się odbyć kosztem możliwie minimalnych ofiar.","[',']",['21'],NKJP_1M_2002000149/morph_10-p/morph_10.58-s
"Nadążacie, Towarzysze?","[',']",['7'],NKJP_1M_2002000149/morph_5-p/morph_5.66-s
"Jak się dowiedział dziennikarz PAP, zrezygnował z policyjnej eskorty.","[',']",['59'],NKJP_1M_1305000001063/morph_1-p/morph_1.16-s
"Zapowiedzieliśmy w poprzednim wydaniu gazety, że postaramy się opisać technikę pozyskiwania mleka.","[',']",['23'],NKJP_1M_1202900079/morph_5-p/morph_5.15-s
"Wiemy już, że nazywa się Lutz Weber.","[',']",['11'],NKJP_1M_2004000000205/morph_14-p/morph_14.9-s
"Jak tylko zabłyśnie, można zaczynać.","[',']",['48'],NKJP_1M_2004000000205/morph_19-p/morph_19.25-s
"Plotka głosi, że dwa lata temu w jednym z kin za bardzo krótkie spotkanie z publicznością Krystyna Janda zażądała 600 zł.","[',']",['12'],NKJP_1M_GazetaPomorska/morph_5-p/morph_5.47-s
"Zdarza się, że sławy pojawiają się również podczas premier kinowych.","[',']",['10'],NKJP_1M_GazetaPomorska/morph_5-p/morph_5.12-s
"Największa seksbomba Ameryki, Pamela Anderson, jest chora na wirusowe zapalenie wątroby typu C, chorobę, która może być śmiertelna.","[',', ',', ',', ',']","['76', '69', '15', '24']",NKJP_1M_1305000000514/morph_1-p/morph_1.23-s
"Siedem monumentalnych płócien, namalowanych w Kazimierzu przez wybitnych artystów polskich, zdobi ściany biblioteki La Mayne College w amerykańskim Syracuse.","[',', ',']","['22', '79']",NKJP_1M_1305000000526/morph_1-p/morph_1.22-s
"Bezwiedne płyną łzy żalu, zasłaniając oczom widok.","[',']",['19'],NKJP_1M_3102000000046/morph_3-p/morph_3.17-s
"W pustym hallu, zebrani przy swoich skrzynkach żołnierskich, stali nasi chłopcy.","[',', ',']","['14', '41']",NKJP_1M_3102000000046/morph_4-p/morph_4.73-s
"Śliczne czapki, brązowe z czarnym aksamitem, na które każdy z nas spoglądał ze słuszną dumą.","[',', ',']","['28', '11']",NKJP_1M_3102000000046/morph_2-p/morph_2.18-s
"Postępowanie wobec lekarza Tadeusza P., który wystawił fałszywe zaświadczenie o konieczności specjalistycznego badania noworodka, sąd umorzył ze względu na niski stopień społecznej szkodliwości czynu.","[',', ',']","['23', '104']",NKJP_1M_1305000000385/morph_1-p/morph_1.28-s
"Dieta ta ma wiele wad, jeśli chodzi o jej wpływ na zdrowie.","[',']",['25'],NKJP_1M_3302000012/morph_5-p/morph_5.14-s
"Istnieje jeszcze jedna dieta, której skuteczność jest niedoceniana ze względu na jej kontrowersyjność.","[',']",['17'],NKJP_1M_3302000012/morph_5-p/morph_5.51-s
"Myślę, że raczej dystrybutorzy obawiali się niewielkiej liczby widzów.","[',']",['8'],NKJP_1M_6203010001691/morph_1-p/morph_1.11-s
"Wyobrażasz sobie, pięć tysięcy!","[',']",['11'],NKJP_1M_2002000052/morph_3-p/morph_3.53-s
"Wczoraj Jurek mi powiada, że stąd do kraju będzie blisko pięć tysięcy kilometrów.","[',']",['20'],NKJP_1M_2002000052/morph_3-p/morph_3.47-s
"Z czego mam się cieszyć, że kości rozsiejemy po świecie?","[',']",['22'],NKJP_1M_2002000052/morph_3-p/morph_3.73-s
"Stali wśród namiotów, w których krzątali się nadwołżańscy Niemcy, zruszczeni po wiekach.","[',', ',']","['15', '39']",NKJP_1M_2002000052/morph_6-p/morph_6.55-s
"Byłeś wspaniały, Benedykcie.","[',']",['12'],NKJP_1M_2004000000506/morph_3-p/morph_3.33-s
"– Dziękuję, ojcze Wilibaldzie – krótko odpowiedział Benedykt.","[',']",['11'],NKJP_1M_2004000000506/morph_3-p/morph_3.54-s
"Zanim skończyłem mówić, zaatakował mnie z dwunastu stron naraz.","[',']",['97'],NKJP_1M_2004000000506/morph_2-p/morph_2.12-s
"1. Z żołnierzami powołanymi do zawodowej służby wojskowej zawiera się kontrakty na pełnienie służby terminowej, z zastrzeżeniem ust. 2.","[',']",['487'],NKJP_1M_6101001031/morph_4-p/morph_4.23-s
"Systematycznie prowadzili kontrole, zmierzające do ujawnienia różnego rodzaju piractwa.","[',']",['15'],NKJP_1M_1305000000698/morph_1-p/morph_1.35-s
"Policjanci podkreślają jednak, że za powołaniem zespołu powinno pójść zaostrzenie przepisów prawnych.","[',']",['15'],NKJP_1M_1305000000698/morph_1-p/morph_1.64-s
"Myślałem, że pan jest poważnie myślącym młodym człowiekiem.","[',']",['9'],NKJP_1M_2002000119/morph_5-p/morph_5.41-s
"(Student wyciąga do Onka butelkę, zachęcająco)","[',']",['24'],NKJP_1M_2002000119/morph_5-p/morph_5.30-s
"Tymczasem widzę, że pan również przyłączył się do tej niesmacznej orgii.","[',']",['12'],NKJP_1M_2002000119/morph_5-p/morph_5.54-s
"- Będzie dalej atakowany, bo dzieciaki mu nie popuszczą.","[',']",['35'],NKJP_1M_1202900001003/morph_16-p/morph_16.61-s
"Ci z dołu łapią ich za nogawki, żeby ściągnąć do swojego poziomu.","[',']",['30'],NKJP_1M_1202900001003/morph_7-p/morph_7.64-s
"Jeśli rywalizację w społeczeństwie wolnej konkurencji porównać do wspinaczki po drabinie, to w Polsce ci, którzy znaleźli się na górze, wyłamują dolne szczeble, chcąc powstrzymać pościg.","[',', ',', ',', ',', 'to']","['101', '137', '153', '82', '212']",NKJP_1M_1202900001003/morph_7-p/morph_7.50-s
"Nie wiem, czy Putin to Piotr II, który chciałby przywiązać Rosję do Zachodu, by uczynić ją silną.","[',', ',', ',']","['11', '75', '155']",NKJP_1M_1202900001003/morph_12-p/morph_12.36-s
"Wierzą, że tym razem się uda.","[',']",['8'],NKJP_1M_1202900001003/morph_34-p/morph_34.46-s
"Byli w wielu innych związkach, które się jednak rozsypały.","[',']",['26'],NKJP_1M_1202900001003/morph_34-p/morph_34.38-s
"Okazało się, że przebierańcem jest 48-letni Stanisław Ch.","[',']",['10'],NKJP_1M_1305000000815/morph_1-p/morph_1.28-s
"Wiem, co zrobię.","[',']",['8'],NKJP_1M_2002000001/morph_3-p/morph_3.31-s
"Śmiało, z podniesionym czołem.","[',']",['7'],NKJP_1M_2002000001/morph_3-p/morph_3.52-s
"W tym tygodniu ktoś życzliwy wskaże Ci sposobność, z której warto skorzystać.","[',']",['35'],NKJP_1M_DP1980/morph_17-p/morph_17.41-s
"Prasa przypuszcza, że Komitet Olimpijski nie będzie się mógł oprzeć naciskom administracji.","[',']",['12'],NKJP_1M_DP1980/morph_15-p/morph_15.47-s
"Jednak wymiary tych nacisków świadczą wymownie o tym, jak bardzo niepopularne jest stanowisko Cartera w Stanach Zjednoczonych.","[',']",['38'],NKJP_1M_DP1980/morph_15-p/morph_15.66-s
"Słonika, który teraz firmuje tę akcję, można znaleźć w prawie każdej pomorskiej szkole.","[',', ',']","['8', '136']",NKJP_1M_1305000000442/morph_1-p/morph_1.66-s
"W domu tym mieszka 13-letnia Ewa, członek dziecięcego jury, które w maju rozstrzygało konkurs na maskotkę najbardziej odpowiadającą wizerunkowi policjanta.","[',', ',']","['26', '41']",NKJP_1M_1305000000442/morph_1-p/morph_1.34-s
"Akcję Program Edukacyjny Pomorski Policjant, czyli POPO, prowadzi Komenda Wojewódzka Policji w Gdańsku.","[',', 'czyli', ',']","['23', '69', '30']",NKJP_1M_1305000000442/morph_1-p/morph_1.50-s
"Aby utrudnić życie wścibskim osobom, na podstawie jednego klucza z tej pary nie da się odtworzyć drugiego.","[',']",['43'],NKJP_1M_1202910000003/morph_32-p/morph_32.51-s
"Nikt nie domyśla się, co tkwi w środku.","[',']",['16'],NKJP_1M_1202910000003/morph_41-p/morph_41.67-s
"Ważniejszy od niego jest parametr Name, który pozwala na nadanie nazwy danemu formularzowi.","[',']",['27'],NKJP_1M_1202910000003/morph_14-p/morph_14.57-s
"Jest to przydatne, gdy na jednej stronie umieszczamy kilka formularzy.","[',']",['16'],NKJP_1M_1202910000003/morph_14-p/morph_14.69-s
"Jeżeli wpisujemy w okienku wyszukiwarki kilka wyrażeń, to stosowane w zapytaniu pojęcia należy oddzielać okrągłymi nawiasami.","[',', 'to']","['61', '126']",NKJP_1M_1202910000003/morph_8-p/morph_8.52-s
"Szereg takich poleceń składałby się na całą procedurę, którą urządzenie byłoby sterowane.","[',']",['36'],NKJP_1M_1202910000003/morph_40-p/morph_40.67-s
"AA (Auto Answer) - dioda sygnalizuje, że modem znajduje się w trybie automatycznej odpowiedzi.","[',']",['29'],NKJP_1M_1202910000003/morph_21-p/morph_21.18-s
"Oznacza to, że odbierze każde przychodzące wywołanie.","[',']",['12'],NKJP_1M_1202910000003/morph_21-p/morph_21.27-s
"Seria programów do nauki języków obcych Profesor, firmy EDGARD Multimedia, jest rozwijana od ponad ośmiu lat.","[',', ',']","['39', '52']",NKJP_1M_1202910000003/morph_27-p/morph_27.19-s
"Młode kudowianki z reguły są jeszcze na utrzymaniu rodziców, którzy ledwie wiążą koniec z końcem.","[',']",['37'],NKJP_1M_1202900032/morph_9-p/morph_9.17-s
"Przedsiębiorcę z Barda niepokoi, że w obrocie gospodarczym brakuje pieniędzy.","[',']",['19'],NKJP_1M_1202900032/morph_2-p/morph_2.36-s
